_id,positive_review
ObjectId("5e6eecc3585dbf3baf687bc5"),يعمل بشكل رائع يحافظ على شحن جيد جدًا. إنني أشترك في برايم للحصول على المزيد من المال مقابل أموالي ولكن على جميع الأجهزة اللوحية الصلبة
ObjectId("5e6eecc9585dbf3baf687bc6"),وعموما هذا الجهاز رائع. لا توجد مشكلة في الأداء والاستخدام. خطئي الوحيد الذي أعتقد أنه يمكنهم التقدم فيه هو جهاز التحكم عن بعد. النوع الحالي لطيف وأنيق ولكنه يفتقر إلى القدرة على الكتابة. ضرب مفاتيح الأسهم للبحث عن أي شيء هو دبوس. ثانيًا ، سأضيف القدرة على البحث عن Apps بسهولة أكبر. وأخيرًا ، فإن تصفح الويب ليس هو الأفضل وبالتأكيد يحتاج إلى تقدم.
ObjectId("5e6eecce585dbf3baf687bc7"),اشتريت هذه لأحفادتي ... وهم يحبونهم بالتأكيد. يمكنهم لعب ألعابهم على محتوى قلوبهم. لقد تم تعليمهم بسرعة أيضًا.
ObjectId("5e6eecd3585dbf3baf687bc8"),تريد منفذ للذاكرة الإضافية كان هذا النموذج!
ObjectId("5e6eecd7585dbf3baf687bc9"),حجم مثالي للسفر ، مضغوط وخفيف ، تطبيقات AMAZON متضمنة ، رائعة لبث الفيديوهات والعروض أثناء التنقل !!!!
ObjectId("5e6eecdb585dbf3baf687bca"),آمل أن تستمر كما هو موصوف.
ObjectId("5e6eece0585dbf3baf687bcb"),اشترى هذا لابنتي ، إنها تحبه. غير مكلفة ، تعمل بشكل رائع ولديها الكثير من المرح معها
ObjectId("5e6eece4585dbf3baf687bcc"),زوجي يحبها. إنه بالتأكيد يقرأ أكثر منذ أن حصل عليه!
ObjectId("5e6eece8585dbf3baf687bcd"),اشترينا شقيق زوجتي النقطة وقررنا الحجم الكامل لأنفسنا. لقد كان الأمر ممتعًا ولم يستكشف كل القدرات.
ObjectId("5e6eecec585dbf3baf687bce"),هناك أشياء لا تستطيع فعلها مفيدة جدًا. أوامر معينة لا تستطيع القيام بها. الاستماع إلى الموسيقى والطقس وضبط المنبهات والسؤال عن الجدول الزمني الخاص بك وإعداد التذكيرات = رائع.
ObjectId("5e6eecf2585dbf3baf687bcf"),تصميم أنيق. يأتي مع البطاريات اللازمة. لقد قارنت الرقم بمقياس آخر في نفس اليوم بعد ذلك بالساعات وعرض نفس الرقم. أود أن أقول أنها دقيقة للغاية. شاشة واضحة ، منصة سوداء رفيعة. مقياسك النموذجي. لقد تلقيت هذا بسعر مخفض لرأيي النزيه. سأشتري مرة أخرى وسأوصي صديق. منتج صلب.
ObjectId("5e6eecf7585dbf3baf687bd0"),عملت بشكل جيد بالنسبة لي لأنني غير متعلم في أجهزة iPad. استخدمته أثناء السفر وكان سهل الاستخدام وفعلت الأشياء التي احتاجها ، مثل الخرائط والكتب التي تم تنزيلها والوصول إلى الإنترنت و youtube وما إلى ذلك. لا ألعب الألعاب ، لذلك لا يمكنني التعليق على ذلك.
ObjectId("5e6eecff585dbf3baf687bd1"),لقد حصل هذا على تقييمات رائعة من متلقي هدية عيد الميلاد هذه التي سأحصل عليها الآن.
ObjectId("5e6eed03585dbf3baf687bd2"),اشتريت هذا للتمويل الخاص بي. اشتريته لعيد الميلاد تركه السرير
ObjectId("5e6eed08585dbf3baf687bd3"),هذا قرص عظيم اشتريت عدة هدايا. أفضل شراء كان أفضل سعر. لقد أعطيت أربعة نجوم فقط لأن جميع الإعلانات المحملة مسبقًا على هذه الأجهزة اللوحية هي ألم.
ObjectId("5e6eed0c585dbf3baf687bd4"),قدرات جيدة صوت جيد ، واستجابات سريعة. كمية جيدة من التطبيقات التي تستجيب بسرعة.
ObjectId("5e6eed12585dbf3baf687bd5"),حصلت لي القراءة مرة أخرى! أحب غطاء ميرلوت. هذا هو الأصغر من بين جميع منتجات أوقد أعتقد ، وهذا سبب كبير اخترت. أيضا أخف أعتقد. عمر البطارية إلى الأبد ، والنقطتان السالبتان هما شعار أمازون في الغلاف ، وحقيقة أنه لا يمكنك عمل نص معكوس (نص أبيض في خلفية سوداء) ، وقد أسقطتهما نقطتان من 4 إلى 5 نجوم بالنسبة لي ، ولكن يوصى بشدة.
ObjectId("5e6eed1c585dbf3baf687bd6"),أحيانًا أجد المتجر مرعبًا بعض الشيء ، وبالتأكيد ساحقًا. لا أعرف دائمًا ما أريده مسبقًا. فشل جهاز Surface الحالي في اختصار الإطار الزمني إلى حد بعيد ، وبما أنني استخدمته فقط للقراءة ، فقد تمكنت من استبدال وظائفه بنيران أوقد ، وأنا في الواقع أكثر سعادة به.
ObjectId("5e6eed21585dbf3baf687bd7"),المنتج الذي تركه يعمل عظيم! خصوصا بالمقارنة مع العصا. إنه أسرع بكثير ولديه ذاكرة أكبر بحيث لا تحصل باستمرار على إشعارات ذاكرة منخفضة. المشكلة الوحيدة هي عدم وجود التطبيقات المتاحة على متجر التطبيقات.
ObjectId("5e6eed25585dbf3baf687bd8"),من السهل جدا استخدام وتحب رسومات الشاشة.
ObjectId("5e6eed29585dbf3baf687bd9"),من خلال كل بحثي ، كانت هذه أفضل قيمة لما كنت أبحث عنه في قارئ إلكتروني مع خيارات إضافية لم أكن متأكدًا من أنني سأستخدمها أم لا. يتحول أفعل بسبب سهولة الاستخدام.
ObjectId("5e6eed2e585dbf3baf687bda"),مكبر صوت جيد ، باستخدام صوتك يصبح أكثر طبيعية أثناء استخدامه. إذا كان لديك رئيس الوزراء الموسيقى المدرجة صفقة كبيرة.
ObjectId("5e6eed36585dbf3baf687bdb"),يبدو أن هذه البطاريات ذات نوعية جيدة وسعر جيد للغاية.
ObjectId("5e6eed3a585dbf3baf687bdc"),سعر رائع ، يعملون بشكل جيد
ObjectId("5e6eed40585dbf3baf687bdd"),صدى اللعب ممتع ، لكنه لا يفهم الكثير من الأسئلة ولا تعمل "المهارات" إذا لم تستخدم الصياغة الصحيحة. يحتاج التطبيق إلى بعض الأعمال قبل أن تضطر إلى النظر في جميع المهارات للعثور على الأسئلة الصحيحة ، لا يمكنك فقط البحث عن المهارات التي تم تمكينها. أنا متأكد من أنها ستتحسن مع مرور الوقت ، ولكن في الوقت الحالي ، من الممتع التواجد.
ObjectId("5e6eed44585dbf3baf687bde"),السعر مناسب ، أطفالي يحبون هذا الجهاز اللوحي ، مثل المزيد
ObjectId("5e6eed48585dbf3baf687bdf"),حصلت على واحد لأطفالي وهم يحبونه! كان من السهل جدًا تعيين التطبيقات التي يمكنهم الوصول إليها وبث العروض الرئيسية. لست معجبًا كبيرًا بمتجر تطبيقات أمازون مقارنة بهاتفي Android.
ObjectId("5e6eed50585dbf3baf687be0"),أحد أفضل خيارات مشغل الوسائط لبث التلفزيون
ObjectId("5e6eed57585dbf3baf687be1"),اعتاد بلدي أن يكون لديه قرص قفزة ضفدع ، ولكن عندما بدأت تعاني من مشاكل في البطارية ، ذهبت إلى المتجر واكتشفت أنهم لم يعودوا ينتجون الجهاز اللوحي ، لذلك أعطاني أفضل شراء رصيدًا في المتجر وأوصوا بي بهذا الجهاز اللوحي. يحبها زوجي وكذلك أنا. في وضع kidz يمكنني أن أطمئن إلى أنها سترى فقط محتوى آمنًا للأطفال مثل الكتب التفاعلية والألعاب والتطبيقات. في وضع الجهاز اللوحي ، يمكنها مشاهدة الأفلام باستخدام فتحة بطاقة SD التي يمكن أن تصل إلى 128 جيجابايت! لقد وضعت 32 جيجابايت والتي تساعدنا في رحلتنا الطويلة لعيد الميلاد ...
ObjectId("5e6eed5c585dbf3baf687be2"),حتى الآن أحب هذه البطاريات. لا يمكنك تجاوز السعر ويبدو أنهم يعملون تمامًا مثل اسم العلامة التجارية. لقد استخدمتها في العديد من الألعاب وأجهزة التحكم عن بعد والضروريات المنزلية دون أي مشاكل على الإطلاق. أخطط لطلب كل بطارياتي من أمازون للمضي قدمًا.
ObjectId("5e6eed60585dbf3baf687be3"),لقد وجدت أن Amazon Fire HD سهل للغاية للسفر ذهابًا وإيابًا إلى المدرسة. يمكنني بسهولة نقل عملي في الفصل إلى جهاز الكمبيوتر الرئيسي في المنزل!
ObjectId("5e6eed69585dbf3baf687be4"),كما هو موضح تمامًا ، كانت العبوة الخالية من الإحباط مفيدة
ObjectId("5e6eed6c585dbf3baf687be5"),اشترى هذا لصديق يحبها. بسيطة وسهلة الاستخدام.
ObjectId("5e6eed75585dbf3baf687be6"),صدى يضم اليكسا يعمل كما هو متوقع. الشرق لاقامة.
ObjectId("5e6eed84585dbf3baf687be7"),المشكلة الوحيدة التي لدي مع هذا هو بطء وقت التمهيد
ObjectId("5e6eed89585dbf3baf687be8"),ما أحبه في هذا هو أنه لا يوجد تخزين مؤقت ولا إعلانات تجارية ويسير بسلاسة. سهل الاستخدام وممتع للغاية للاستخدام.
ObjectId("5e6eed90585dbf3baf687be9"),الكثير ، رحلوا جميعًا
ObjectId("5e6eed98585dbf3baf687bea"),هذا هو قرص أمازون الأساسي. لا يوجد شيء خاص للغاية بشأنه.
ObjectId("5e6eeda5585dbf3baf687beb"),لقد أحببت Amazon Fire stick ولكنني أستمتع بسرعة ودعم 4K لهذا المنتج على Fire Stick. لقد امتلكت واختبرت AppleTv (الجيل الأول) ، Boxee ، Roku 4k ، Chromecast ، Nexus player ، وحتى الآن يقدم Amazon Fire Tv and stick أفضل وأفضل محتوى ؛ الكثير منها يمكن استخدامه مجانًا. تخطيط رائع وسهل الاستخدام ومليء بالميزات.
ObjectId("5e6eeda9585dbf3baf687bec"),يمكن لـ Alexa أن تفعل كل شيء بدءًا من تشغيل الموسيقى وتشغيل الأضواء وتنظيم منظم الحرارة الخاص بك
ObjectId("5e6eedae585dbf3baf687bed"),كانت هذه هدية لأمي التي تبلغ من العمر 99 عامًا. كانت تحب الألغاز ، ولكن مع التهاب المفاصل وفشل البصر لم تستطع فعلها. تطبيق الألغاز جيد لأنها تستطيع رؤيته واستخدام الإصبع لتمرير القطع. يمكنها مواكبة الأسرة على Facebook
ObjectId("5e6eedb2585dbf3baf687bee"),هذه ترقية لأمي وهي تحبها. إنها تستخدمها كل يوم وكانت رائعة. نتطلع إلى الشاشة الأكبر لها.
ObjectId("5e6eedb6585dbf3baf687bef"),فعلت ما أريده بالضبط وأكثر. أحبها!!
ObjectId("5e6eedbb585dbf3baf687bf0"),هذا الجهاز اللوحي هو الحجم والقوة المثاليين لأي عمل أو استخدام منزلي.
ObjectId("5e6eedbf585dbf3baf687bf1"),اشترينا الجهاز اللوحي Amazon Fire Edition للأطفال لتحتل عمره عامين تقريبًا لمدة 10 ساعات بالسيارة إلى فلوريدا. يعمل بشكل رائع وأحب أن هناك تطبيقات يمكننا تنزيلها من المنزل ولا يزال بإمكاننا الوصول إليها حتى بدون اتصال wifi.
ObjectId("5e6eedc4585dbf3baf687bf2"),تبدو هذه البطاريات جيدة مثل أي بطارية استخدمتها ، وهذا تقييم شخصي غير علمي تمامًا ، ولكن ها أنت ذا. أنا أحب السعر وسأشتريه مرة أخرى.
ObjectId("5e6eedc8585dbf3baf687bf3"),جيد إضافة تطبيق طرف ثالث مشاهدة tv.speed الصينية بسرعة. وثابت.
ObjectId("5e6eedcc585dbf3baf687bf4"),خدمة عظيمة. حتى الآن اشتروا ثلاثة. واحدة لي وهديتان. الجميع يحب ذلك.
ObjectId("5e6eedd1585dbf3baf687bf5"),أنا أحب لوح النار كثيرًا لدرجة أنني اشتريت حوالي 9 لابني وأبناء وأبناء إخوتي
ObjectId("5e6eedd5585dbf3baf687bf6"),وظائف وجودة كبيرة للسعر. لقد اشتريت العديد من هبات العملاء هذه ولم أسمع بعد شكوى!
ObjectId("5e6eedda585dbf3baf687bf7"),منتج رائع للأطفال. يحب طفلي البالغ من العمر 8 سنوات الكاميرا والقدرة على هزها والاستماع إلى الموسيقى ومشاهدة عروض دمى American Girl.
ObjectId("5e6eedde585dbf3baf687bf8"),لقد أحضرت هذا الجهاز اللوحي بناءً على الكلام الشفهي. بعد شراء هذا العنصر ، أرى أنه سهل الاستخدام.
ObjectId("5e6eede3585dbf3baf687bf9"),سعيد جدًا بهذا الشراء الذي حل محل وحدة الجيل الثالث. أسهل بكثير على العيون ومتجاوبة للغاية مع اللمس. يستغل قليلاً الصفحة للأمام / للخلف على هذا الجهاز ولكن لا مشكلة كبيرة. كانت التعليقات على موقع Best Buy مفيدة للغاية في إجراء هذا الشراء.
ObjectId("5e6eedec585dbf3baf687bfa"),أحب كل شيء عن تلفزيون النار. أتمنى لو كنت قد حصلت على واحد في وقت أقرب!
ObjectId("5e6eedf0585dbf3baf687bfb"),استخدمها كل يوم للحصول على توقعات الطقس ، والضحك على النكات وأكثر من ذلك بكثير!
ObjectId("5e6eedf5585dbf3baf687bfc"),حصلت على هذا لعيد ميلاد زوجتي ولكن أحفاد وأنا استخدامه أكثر. يستخدمه الأطفال الكبار للتهجئة ، لم يعد لدينا "كيف تتهجى هذا" بعد الآن ، وهو يستحق السعر وحده. تقوم هذه الوحدة بعمل الكثير من أجهزة الصوت ، والتنبيه ، والمؤقت ، والتذكير ، حتى أنها تتصل بهاتف زوجتي ، عندما تفقده. أفضل شراء قمت به منذ فترة طويلة أحب ذلك.
ObjectId("5e6eedfa585dbf3baf687bfd"),اشترى كهدية لقارئ متعطشا. يمكنه الوصول إلى نقطة القراءة على جهاز لوحي. يجب أن يكون لديه كتاب حقيقي. يعمل بشكل مثالي كما هو موضح.
ObjectId("5e6eedfe585dbf3baf687bfe"),يعمل بشكل رائع ولكني أتمنى أن أتخلص من الإعلانات على الشاشة الرئيسية.
ObjectId("5e6eee07585dbf3baf687bff"),اشتريت الجهاز اللوحي في البداية للمدرسة ، وأستخدم Kindle لاستئجار الكتب ، ولكن بعد استخدامه لتدفق Xfinity و Netflix و Amazon Prime ، أحببت جودة الصوت والصورة. أوصي بهذا لأي شخص يحتاج إلى جهاز لوحي جيد منخفض التكلفة مع عمر بطارية رائع.
ObjectId("5e6eee0c585dbf3baf687c00"),سعر رائع! تعمل هذه البطاريات بشكل رائع. يتم تسليمها في صندوق قوي ومعبأ في مجموعات من أربعة ، وهو أمر مريح للغاية. لا يمكن التغلب على السعر سواء.
ObjectId("5e6eee16585dbf3baf687c01"),أطفالي لديهم حريق نموذج أقدم ، نسخة أصغر. يمكنهم قضاء ساعات على ذلك. هذه نسخة أكبر وأفضل بحجم شاشة أكبر. كل طفل يحصل على لون مختلف حتى يعرف من هو.
ObjectId("5e6eee1a585dbf3baf687c02"),لا يمكن تجاوز القيمة والميزات التي يقدمها هذا المنتج لنقطة السعر المنخفض.
ObjectId("5e6eee22585dbf3baf687c03"),الجهاز جيد للقراءة. يبدو الأمر وكأنه قراءة كتاب.
ObjectId("5e6eee2b585dbf3baf687c04"),ممتاز للقارئ للمرة الأولى. تستحق الشراء.
ObjectId("5e6eee3f585dbf3baf687c05"),ابنتي تحبها ونحن نحب أن لديها ضمان مجاني للرقابة وضوابط أبوية
ObjectId("5e6eee43585dbf3baf687c06"),يعمل بشكل رائع كقارئ إلكتروني. يمكن أن يحمل الكثير من الكتب!
ObjectId("5e6eee48585dbf3baf687c07"),وردت كهدية عيد الميلاد وأنا أستمتع بها كثيرا. ما زلت أتعلم كل القدرات التي يمتلكها.
ObjectId("5e6eee56585dbf3baf687c08"),يسهل حمله والوصول إلى بعض الألعاب المجانية - فقط كن حذرًا إذا كان لديك خيار الدفع بنقرة واحدة. قام عمري البالغ من العمر 3 سنوات بتحصيل 16 دولارًا لحسابي في 3 أيام. أخبار سارة - لقد تلقيت رسائل بريد إلكتروني حول عمليات الشراء واستطعت الحصول على مساعدة في منع حدوث هذه العملية كثيرًا. تحب "النار"
ObjectId("5e6eee5a585dbf3baf687c09"),اشترت هذا لزوجتي التي أقسمت أنها لن تتخلى أبداً عن الكتب الورقية. الآن تستخدم هذا في كل وقت. إنه الحجم المثالي الذي يناسب حقيبته للرحلات أيضًا.
ObjectId("5e6eee5f585dbf3baf687c0a"),كما هو متوقع ولكن تكلف الكثير. شعرت أن الأمازون كان يجب أن يغطي مورد الطاقة الفاشل بموجب الضمان ولكن هذا أصلحها.
ObjectId("5e6eee63585dbf3baf687c0b"),هذا هو نار كيندل الرابع. عندما نذهب في رحلات على الطريق ، يكون كل طفل في مؤخرة الشاحنة مشغولًا بمشاهدة الأفلام أو ممارسة الألعاب أو قراءة الكتب على Kindle.
ObjectId("5e6eee67585dbf3baf687c0c"),ابني يحب صدى الأمازون. إنها أداة رائعة.
ObjectId("5e6eee6b585dbf3baf687c0d"),قيمة كبيرة في # 35. رائع لجهاز لوحي للأطفال. لا تقلق بشأن كسر الأطفال لجهاز لوحي باهظ الثمن
ObjectId("5e6eee70585dbf3baf687c0e"),الحب الخاص بي حتى الآن للقراءة. سعر جيد وسهل الاستخدام للغاية.
ObjectId("5e6eee75585dbf3baf687c0f"),سهل الإعداد والاستخدام يتصل بشبكة Wi Fi ويتدفق بشكل لا تشوبه شائبة. هناك الكثير من القنوات المجانية للبث. منتج رائع يمكن أن يفعل الكثير. أوصي بشدة بهذا المنتج للمبتكر الموجود في تبخير التلفزيون من الإنترنت.
ObjectId("5e6eee79585dbf3baf687c10"),أفضل إنفاق 70 دولارًا إضافيًا أو 80 دولارًا للحصول على الصدى
ObjectId("5e6eee7d585dbf3baf687c11"),اشتريت لأمي وهي تستمتع بها تقرأ اليوم
ObjectId("5e6eee82585dbf3baf687c12"),جيد حتى الان. لم أقم باختبارات مكثفة ، لكن هذه تبدو مناسبة والسعر مناسب. بالتأكيد أفضل من بعض البطاريات ذات العلامات التجارية للمتجر الأخرى (متاجر باس برو أنا أنظر إليك) لقد حاولت. يبدو لي على قدم المساواة مع بطاريات العلامة التجارية الرئيسية بالنسبة لي ، ولكن هذا تقييم ذاتي تمامًا.
ObjectId("5e6eee86585dbf3baf687c13"),حتى الآن ، يبدأ الأمر جيدًا لطفلي البالغ من العمر 4 سنوات. إنها تستمتع بكل دقيقة ، والمراقبة الأبوية هي ميزة إضافية. كما يسمح لك بعمل ملفات شخصية متعددة للأطفال والكبار دون أي مشاكل.
ObjectId("5e6eee93585dbf3baf687c14"),إصدار Kindle fire kids هو حل خالٍ من القلق للأبوين للأطفال الذين يعبثون بالإعدادات المحبة للإمكانيات حيث يمكنك إعداد رمز شخصي وإنشاء ملفات تعريف متعددة
ObjectId("5e6eee9b585dbf3baf687c15"),أحببها كل شخص يجب أن يكون لديه واحد سهل الاستخدام ولكن يحتاج إلى أجزاء أخرى لإعداد هذا إلى الأضواء في منزلك
ObjectId("5e6eeea4585dbf3baf687c16"),كثيرا ما قلت أن كل شخص يحتاج إلى موظفين. لسوء الحظ ، لا يستطيع معظمنا أن يكون لدينا شخص ما عند الاتصال بنا والاتصال. حسنًا ، مع صدى الصوت و Alexa ، لا يمكنك فعل شيء تقريبًا. حسنًا باستثناء التقاط التنظيف الجاف ، لكني أشك في أن طائرة بدون طيار من أمازون ستفعل ذلك قريبًا أيضًا.
ObjectId("5e6eeeac585dbf3baf687c17"),نحن نحب أن تكون محمولة ويمكن أن تنتقل من غرفة إلى أخرى دون عناء.
ObjectId("5e6eeeb0585dbf3baf687c18"),لم ألعبه على الإطلاق ولكن ابني يستمتع باللعب معه. هذا ما كان يعنيه لذلك لا يمكنني الشكوى.
ObjectId("5e6eeeb5585dbf3baf687c19"),لقد كان تلفزيون النار إضافة رائعة لنظام الترفيه الخاص بي! خدمة العملاء كانت كبيرة! ساعدني مندوب المبيعات في اتخاذ القرار من خلال الحصول على جميع المعلومات التي احتاجها! هذا مثال على سبب بقائي عميلاً مخلصًا.
ObjectId("5e6eeebb585dbf3baf687c1a"),لقد بدأت في شراء الرحلة ، ولكن عندما رأيت مدى قرب السعر من الواحة ، قررت المضي قدمًا وشراء الواحة. سعيد جدا فعلت! أنا أحب الحالة والأزرار المادية لقلب الصفحة. إنه خفيف الوزن للغاية وأحب خيار تدوير الشاشة عندما أحتاج إلى تغيير اليدين. جهاز رائع!
ObjectId("5e6eeebf585dbf3baf687c1b"),هذا جهاز لوحي جيد جدًا للسعر ، خاصةً لأعضاء Amazon Prime. الشاشة حادة للغاية وعمر البطارية ممتاز حتى الآن!
ObjectId("5e6eeec8585dbf3baf687c1c"),جهاز رائع. سهل الاستخدام. ناعم. سريع ومليء بالمحتوى.
ObjectId("5e6eeecc585dbf3baf687c1d"),استخدم هؤلاء الأولاد السيئين على وحدات تحكم xbox الخاصة بي. تستمر طالما أن أي بطاريات أخرى قمت بشرائها
ObjectId("5e6eeed1585dbf3baf687c1e"),أحب هذه البطاريات ، فهي جيدة مثل كوبربتوب أو العلامة التجارية للأرانب ، وتكلفة أقل أيضًا ، ما لا يحب
ObjectId("5e6eeed7585dbf3baf687c1f"),اشترى حريقين كيندل ، أحدهما لابني والآخر لابني ، كهدايا عيد الميلاد. كانت معروضة للبيع مقابل 53.00 دولارًا ويجب أن أقول أنها كانت تستحق ذلك. الحجم والوزن وقابلية النقل مذهلة. يمكن لأولادي مشاهدة جميع عروضهم المفضلة والتقاط الصور. يبقيهم مشغولين بينما أنجز الأعمال المنزلية. أنا سعيد للغاية لأنني اخترت النار أوقد وسأشتري بالتأكيد مرة أخرى وأوصي صديق. Fyi ، ابني عمره 6 سنوات ، وابن أخي عمره 3 سنوات.
ObjectId("5e6eeedb585dbf3baf687c20"),أردت قارئًا يمكنني الحصول عليه وأذهب في طريقي. دائما لديك شيء للقراءة. التطبيقات رائعة. من السهل على حفيدى البالغ من العمر 7 سنوات الاستمتاع به أيضًا.
ObjectId("5e6eeedf585dbf3baf687c21"),لقد كنت راضيًا جدًا عن جهاز Kindle الجديد الخاص بي وأستخدمه كل يوم تقريبًا!
ObjectId("5e6eeee5585dbf3baf687c22"),بقدر ما تعمل بشكل جيد. يمكنني تصفح الإنترنت ، ومطابقة الأفلام ، والتحقق من وسائل التواصل الاجتماعي ، وأي شيء آخر من المفترض أن يقوم به الجهاز اللوحي. يحتوي متجر التطبيقات على مجموعة متنوعة جيدة من التطبيقات. لا يحتوي على الكثير مثل متجر iTunes ، ولكن هناك الكثير من التنوع. السبب الذي جعلني أطرد نجمًا هو الإعلانات المستمرة. أعلم أن هذا منتج من أمازون ، لكن الإعلانات تصبح مزعجة قليلاً.
ObjectId("5e6eeee9585dbf3baf687c23"),4k هو جميل جدا ووقت الاستجابة جميل. تستخدم الزوجة هذا في الغالب. لم يسمع أي تعليقات سلبية حتى الآن. حصلت عليه لاستخدامه لـ PlayStation vue.
ObjectId("5e6eeeee585dbf3baf687c24"),لقد تعلمت كيف تلعب الألعاب والألعاب التعليمية. من السهل الوصول إلى تطبيقاتها وتعلم كيفية التنزيل. تقوم بشحنها كل ليلة حتى تكون جاهزة عندما تخرج من المدرسة
ObjectId("5e6eeef7585dbf3baf687c25"),لقد كانت عملية إعداد نسيمًا ، مغيرًا للحياة في بعض الجوانب من كونها أضواء التحكم ، ودرجة الحرارة ، والموسيقى عبر الأوامر الصوتية ..
ObjectId("5e6eeefd585dbf3baf687c26"),هذا مثالي فقط لشيء عمره 7 سنوات لا يتوهم ، الرقابة الأبوية مربكة بعض الشيء لكني فهمتها الآن ، الحالة مثالية للاحتفاظ بها.
ObjectId("5e6eef01585dbf3baf687c27"),هذا هو أفضل جهاز لوحي للحصول على المبلغ الذي ستنفقه. لديها كل ما تحتاجه. ربما ليست أفضل كاميرا ولكني أتحدث عن ذلك.
ObjectId("5e6eef07585dbf3baf687c28"),رائع لجميع احتياجات جهازك اللوحي! البريد الإلكتروني والفيديو والألعاب والقراءة! الكل في واحد!!
ObjectId("5e6eef0b585dbf3baf687c29"),أوصي بالتأكيد لأي شخص يريد منتجًا مثيرًا
ObjectId("5e6eef0f585dbf3baf687c2a"),تمتلك HDX النار أوقد لسنوات GameCircle. قررت أخيرا ترقية Goodreads. هذا النار HD 8 رائع. حقا رئيس شاشة أكبر وميزات جديدة.
ObjectId("5e6eef14585dbf3baf687c2b"),هذا هو قرص صغير رائع لتحمله. أحب أن تكون سهلة على عيني ولديها صورة واضحة جدًا.
ObjectId("5e6eef18585dbf3baf687c2c"),يعمل بشكل رائع للتحقق من الطقس ، والتحقق من التقويم الخاص بك ، وتشغيل الموسيقى وطرح الأسئلة.
ObjectId("5e6eef1c585dbf3baf687c2d"),يعتبر Amazon Echo رائعًا للعثور على وسائل الترفيه المفضلة لديك ومصدرًا جيدًا للمعلومات العملية. هدية عظيمة لإعطاء أو تلقي!
ObjectId("5e6eef20585dbf3baf687c2e"),تعمل البطاريات كما هو متوقع.
ObjectId("5e6eef26585dbf3baf687c2f"),لدي الآن 3 من هذه الأجهزة اللوحية. أستخدمها لأجهزة التحكم عن بُعد المتناسقة ، وشاشات كاميرا الأطفال ، و youtube للأطفال ، وبرامج الاستقبال ، وقراءة المقالات والكتب ، والألعاب ، وأشياء أخرى كثيرة. إنه ليس أفضل جهاز لوحي موجود ، ولكن بسعر أقل من 50 دولارًا رائعًا. مشكلتي الوحيدة هي أنه لا يحتوي على متجر Play ، لذلك إذا لم يكن أمازون يحتوي على تطبيق ، فسيتعين عليك تحميله من الجانب. بخلاف ذلك لا يمكنك التغلب عليه.
ObjectId("5e6eef33585dbf3baf687c30"),إقطع الحبل! من خلال هذا ، يمكنك البث باستخدام showtime في أي وقت و HBO Go و amazon prime و netflix و playstation vue. واجهة ممتازة. موصى بة بشدة!
ObjectId("5e6eef39585dbf3baf687c31"),أعتقد أن قرص Amazon Kindle كان عملية شراء رائعة لابنتي المراهقة وحفيدها ، وهو سهل التشغيل. أبقتهم مطلقا لساعات بينما كنا نسافر في القطار لقضاء عطلة.
ObjectId("5e6eef46585dbf3baf687c32"),يعمل عظيم! أفضل ثم كابل! أود أن أوصي الجميع!
ObjectId("5e6eef4a585dbf3baf687c33"),تم شراؤها كهدية للأحفاد بعد تعليقات الأصدقاء والمراجعات حول أدوات الرقابة الأبوية. لن يفكر بدون هذه الميزة.
ObjectId("5e6eef4f585dbf3baf687c34"),طريقة رائعة للشراء بكميات كبيرة خاصة مع صبيان ألعاب!
ObjectId("5e6eef53585dbf3baf687c35"),هذه الأشياء رائعة إذا كنت لا ترغب في دفع فواتير كابلات عالية ولديك حساب رئيسي.
ObjectId("5e6eef5a585dbf3baf687c36"),هذا منتج رائع يمكن للجميع استخدامه
ObjectId("5e6eef5f585dbf3baf687c37"),إذا قمت بشرائه بسعر البيع - 25 دولارًا أرخص - فسأعطيك 5 *. يحتوي Amazon على عدد قليل من مكامن الخلل - يرجى التركيز على الخدمات التي قمت بإعدادها - ولكن بشكل عام من السهل العثور على المحتوى.
ObjectId("5e6eef63585dbf3baf687c38"),لا استطيع الانتظار للاقتران مع العناصر الذكية ، كبيرة بعض الشيء ولكن لا بأس
ObjectId("5e6eef67585dbf3baf687c39"),حتى الآن تعمل هذه البطاريات بشكل جيد وكان السعر لا يهزم أيضًا.
ObjectId("5e6eef6c585dbf3baf687c3a"),سيفعل Fire 10 أي شيء ستفعله I Pad ، وهو بسعر أكثر جاذبية.
ObjectId("5e6eef70585dbf3baf687c3b"),متعة كبيرة وأداة عظيمة. قد تكون الإلكترونيات مربكة في بعض الأحيان ، ولكنها ليست أليكسيا.
ObjectId("5e6eef74585dbf3baf687c3c"),البطاريات الخاصة بمشغل MP3 الخاص بي ، يستغرق الأمر ساعة واحدة أنام معها كل ليلة وتستمر البطارية ليلتين حوالي 16 ساعة في الوقت الإجمالي
ObjectId("5e6eef7c585dbf3baf687c3d"),سهل الاستخدام للغاية. للحصول على أفضل سعر هناك.
ObjectId("5e6eef80585dbf3baf687c3e"),جهاز لوحي جميل بسعر مناسب جدا .............
ObjectId("5e6eef84585dbf3baf687c3f"),عظيم القراءة أثناء النهار والليل. يسهل حملها.
